Label,modularity_class
D. Anderson,12
Samuel Lowery,13
John Cockrill,12
H. Stevenson,12
Wesley Terry,12
Wesley Cloyd,12
Johnsen,12
Alf,12
James Allison,12
Ralph Puiet,12
Henry Petty,12
Abraham Price,12
George Price,12
Green Hubart,12
Aaron Jennings,12
M. R. Johnson,12
Cyrus Cook,12
Byzer,12
Sam Lowery,12
D. L. Lapsley,12
Armstead Shelby,12
R. D. Campbell,12
J. Biglow,12
Shaw George Haden,12
Joseph Lusher,12
A. E. Anderson,12
J. H. Salor,12
Peter Ledbetter,12
John Epps,12
J. W. Peyton,12
Peter Coraway,12
Armstead Boyd,12
Robert Auston,12
Giles,12
Lewis Dougherty,12
R. D. Williamson,12
A. L. Carr,12
W. S. Williamson,12
Sylvester Lewis,12
Carroll Wilson,12
John Mcgowan,12
T. S. Stewart,12
Alex Webb,12
M. Hanmer,12
John Claiborne,12
J. W. H. Peyton,12
Shaw,12
J. P. Price,12
J. H. Sailor,12
Hanmer,12
Richard Ware,12
Isaac Sharp,12
Geo S Hayden,12
M. R Johnson,12
E. K. Spence,12
John Braden,12
J. M. Shetton,12
A. S. Carr,12
J. W. H. Heyton,12
Cheatham,12
Joyner,12
Davidson,12
Blackmon Williamson,12
Gilbert Algee,12
E. A. Anderson,12
Wm. Phillips,12
Benjamin Bullit,12
Malary Brooks,12
T. Stroteer,12
Lewis Ready,12
Fred Tucker,12
J. P. Miller,12
Samuel Sharp,12
Weare,12
John Lockwood,12
M. Morris,12
H. R. Roberts,12
E. J. Conrad,12
A. J. Newson,12
L. M. Jordan,12
William Clark,12
A. R. Campbell,12
A. R. Trotter,12
Isaac Brown,12
John Walker,12
Lewis Rowan,12
Peter Rowen,12
Stephen Randles,12
Samuel Randles,12
H. Gould,12
W. F. Prosser,12
U. S. Grant,13
Society Of The North,12
Horace Maynard,12
Gen Wm. B. Stokes,12
Nelson Walker,12
A. Menefee,12
M. E. Johnson,12
Jackson Golden,12
J. W. Early,12
Edward Shaw,12
Alexander Dickinsen,12
John M. Johnson,12
W. F. Yardley,13
A. B. Parker,12
G. W. Lanier,12
William Potter,12
Moses Smith,12
Washam,12
J. A. Sailor,12
G. H. Johnson,12
Knox,13
Henry Wilson,12
C. C. Cleaveland,12
T. Wassan,12
Henry Jones,12
Samuel Webb,12
J. Halsey,12
N. Walker,12
John Shelton,12
J. W. Thomas,12
Sloss,12
Maney,12
Blanton,12
Alfred Gordon,12
Thomas Mcclennon,12
Joe,12
Kuklux,12
W. M. Bulter,12
George S. Grisham,12
Ulysses S. Grant,9
John F. Hartranft,9
D. N. White,9
Hartranft,9
Buckalew,9
Gen Hartranft,9
S. A. Neale,9
A. P. Faucett,9
Charles Vosburg,9
John Brock,9
John Henry,9
C. H. Barker,9
James Wilt,9
Rufus H. Darby,13
P.B.S. Pinchback,13
John R. Lynch,13
Bentley,13
Nicholas,13
Lynch,13
W. Cromwell,13
F. L. Barnett,13
G. W. Le Vere,13
J. Henri Burch,13
Robert Nicholas,13
John D. Lewis,13
C. O. H. Thomas,13
Allan Allensworth,13
James D. Kennedy,13
H. Thomas,13
R. R. Wright,13
Pinchback,13
W. Washington,13
H.C. Binford,13
Courtland,13
Edward Pope,13
W. O,13
W.H. Mcalpine,13
Marion,13
David Wilson,13
M. Goodloe,13
G. S. W. Lewis,13
J.H. Thomason,13
S.P. Smith,13
Peter C. Murphy,13
David Ripley,13
W.H. Ashe,13
L.W. Cummins,13
H. V. Cashin,13
P.J. Crenshaw,13
J. P. Jones,13
J. R. Rowland,13
J. T. Jenifer,13
H. W. Wadkins,13
George N. Perkins,13
G. B. Antoine,13
Isaac Gillem,13
David A. Robinson,13
M.G. Turner,13
H. B. Robinson,13
Helena,13
S. H. Holland,13
L. H. Holsey,13
C. C. Wimbush,13
J. H. Wood,13
S. C. Upshaw,13
W. B. Higginbotham,13
Madison Blount,13
J. H. Delamotta,13
Toby Stewart,13
George Valentine,13
Moses H. Bentley,13
W. A. Pledger,13
Cutnbert,13
J. J. Bird,13
R. Nicholas,13
J. W. James,13
F. D. Morton,13
W. H. Anderson,13
Greene Mcfarland,13
S. Daniels,13
P. W. Johnson,13
J. A. Braboy,13
G. L. Knox,13
J. H. Clay,13
J. H. Walker,13
Emmet Stewart,13
J. W. Stewart,13
T. W. Henderson,13
W. H. Nicholl,13
Horace Lewis,13
G. W. Darden,13
Bishop Miles,13
John Garnett,13
J. F. C. Snarden,13
P. B. S. Pinchback,13
Lewis T. Kenner,13
A. Burgeois,13
S. E. Hardy,13
St. Paul,13
J. R. Lynch,13
R. W. Fitzhugh,13
H. Greene,13
Thomas Richardson,13
Port Gibson,13
J. H. Buftord,13
W. H. Maury,13
B. G. Booth,13
J.C. Mathews,13
R. Lawton,13
J. W. Wilson,13
H. G. Newsom,13
Hastings,13
Robert Harlan,13
D. Jones,13
J. D. Lewis,13
F. J. Loudin,13
C. V. Wiley,13
J. H. Rainey,13
S. F. Griffin,13
D. E. Asbury,13
J. B. Bosley,13
Wm. Sumner,13
T. A. Sykes,13
Isaac Lane,13
R. F. Boyd,13
J. H. Hendricks,13
G. H. Shafer,13
J. W. Grant,13
T. W. Lott,13
D. W. Williams,13
L. A. Roberts,13
J. H. Kelley,13
J. F. Mckinley,13
W. C. Hodge,13
H. H.Thompson,13
Randall Brown,13
J. M. Smith,13
A. J. Carr,13
B. A. J. Nixon,13
M. F. Womack,13
A. N. C. Williams,13
W. A. Henderson,13
B. J. Hadley,13
J. H. Burrus,13
D. Wadkins,13
G. W. Levere,13
J. C. Napier,13
B. F. Williams,13
J. R. Taylor,13
N. W. Cuney,13
E. H. Anderson,13
R. A. Perkins,13
J. W. Cromwell,13
John W. Averitt,13
J. H. S. Parker,13
G. W. Gentry,13
Ex-Congressman Rainey,13
Daniel Wadkins,13
M. H. Bentley,13
Maggie Porter,13
G. M. Gordon,13
H. D. Alexander,13
B. W. Thomas,13
Calvin Anderson,13
Rainey,13
Gooch,13
John Merry,13
Pledger,13
Cushing,13
James T. Rapier,13
P. J. Crenshaw,13
W. H. Mcalpin,13
W. H. Council,13
George M. Perkins,13
Taylor Miller,13
J. H. Hopkins,13
A. T. Augusta,13
Cromwell,13
J. C. Corbin,13
W. H. Ashe,13
T.W. Henderson,13
H. C. Binford,13
T. H. Green,13
W. H. Nichol,13
John J. Bird,13
Louis T. Kenner,13
W. H. Mcalpine,13
J. H. Bufford,13
J. F. C. Snowden,13
C. A. Bourgeois,13
W. R. Lawton,13
J. H. Delamotte,13
William H. Miles,13
D. Kennedy,13
W. James,13
S. E Hardy,13
J. T. Rapier,13
George W. Perkins,13
John Averitt,13
M. G. Champlin,13
James N. Hayne,13
H. Burrus,13
J. D. Kennedy,13
G. H. Shaffer,13
Windom,13
P. C. Murphy,13
Burrus,13
J. H. Rapier,13
G. W. Shafer,13
St. John,13
John A. Clay,13
Tom Paine,13
Wm. R. Lawton,13
G. H. Shafler,13
Ferdinand L. Barnett,13
H. W. Ward,13
M. G. Turner,13
Benjamin F. Butler,13
Zach Chandler,13
Devens,13
H. V. Robinson,13
D. Wilson,13
J. Gillem,13
Wylie,13
B. T. Tanner,13
T. Richardson,13
Theodore H. Green,13
John A. Logan,13
North,13
Iatter,13
Speaker,13
Gentry,13
Marks,13
J.J. Bird,13
W. H. Bentley,13
J.W. James,13
Allan,13
Allensworth,13
Rives,13
J.H. Burrus,13
C. Napier,13
W. Wilson,13
R.R. Wright,13
H. Rainey,13
H. Burch,13
J. C. Embry,13
T. Green,13
Toussaint,13
Dessalines,13
Christophe,13
Bonaparte,13
Barnum,13
Mo -- Deaths,13
Wm. Stewart,13
Jonathan,13
Josh Billings,13
Blyden,13
Edmonia Lewis,13
John Chinaman,13
W. Forney,13
Samuel R. Ward,13
S. C. Armstrong,13
John G. Fee,13
E. M. Cravath,13
E. A. Ware,13
E. P. Lord,13
G. Stanly Pope,13
W. S. Alexander,13
B. F. Lee,13
J. N. Rendall,13
M. Perkins,13
W. P. Pledger,13
Allen Allansworth,13
John H. Johnson,13
A. Perkins,13
H. Bufford,13
J. F. C. Snoden,13
C. A. Burgos,13
S.E. Hardy,13
Simon Daniels,13
C. Braboy,13
J. W. Johnson,13
G. Mcfarland,13
G. H. Clay,13
Bennett Stewart,13
Archie,13
E. R. Belcher,13
Elbert Head,13
Horace King,13
P. J. Carter,13
R.G.L. Paige,13
J. G. Baugh,13
W. P. Ryder,13
W. B. Townsend,13
P. C,13
Murphy,13
Perry Mathews,13
G. W. Braxdall,13
M. Turner,13
Davis North,13
J. W. Hughes,13
Andrew Hubbard,13
Moses Dickson,13
J. J. Bruce,13
James Matlocler,13
Burley Jones,13
C. R. Coleman,13
John Lang,13
G. W,13
Dupee,13
Gregory,13
Leo Xiii,13
T. Tanner,13
R. F.,13
Bishop Onderdonk,13
Calvin,13
Saviour,13
Stroud,13
Eccles,13
Francis Daniel Pastorious,13
Anna,13
Klosterman,13
Pastorious,13
Westcott,13
Ralph Sandeford,13
Daniel Benedict,13
L. Boyd,13
A. G. Ferr,13
Hannibal,13
Chang,13
Creuzot,13
Theo H. Greene,13
Noah,13
Gideon,13
Volsci,13
Daniel O ' Connell,13
Robert E. Lee,13
Wm. H. Miles,13
David A,13
Lowery,13
C. G. Wimbush,13
W. James Indiana,13
J. H. Burch,13
W. R. L Awton,13
John Avertt,13
F.L. Barnett,13
A. J. Nixon,13
A. F. A. Pope,13
W. F. Yeardlev,13
J.M. Smith,13
J. Mckinly,13
H. H. Thompson,13
J. H. Kelly,13
M. F. Wamack,13
D. Watkins,13
S. Griffith,13
J. C. Matthews,13
A. Allensworth,13
F. B. S. Pinchback,13
L.T. Kenner,13
Charles A. Burgeois,13
W. Gibbs,13
J. R. Rolland,13
H. W. Watkins,13
F. B. Antoine,13
J. P. J,13
J.T. Jenifer,13
Isaac Gillam,13
D. S. Brandon,13
W. O. Lynch,13
J. M. Goodloe,13
J. H. Thomason,13
S. Lowry,13
W. J. Stevens,13
P. C. Murphv,13
L. W. Cummins,13
E.D. Pope,13
C.C. Wimbush,13
M. Bentley,13
R. Nichols,13
G. Mcfariand,13
B. R. Taylor,13
R. Harlan,13
C.P. Hicks,2
S. A. Hackworth,2
J.C. Akers,2
H. Ruby,2
A.F. Jackson,2
W. Lewis,2
Mccaleb,2
Hayes,2
Richard Nelson,2
Ruth,2
John P. St. John,2
A. F. Jackson,2
Wm. Massie,2
F. F. Conway,2
R. Nelson,2
J. R. Bryant,2
J. H. Carter,2
Alexander Lane,2
R. J. Moor,2
S. M. Tod,2
S. J. Hollensworth,3
J. B. Maginnis,3
J. L. Sweres,3
Henry Scroff,3
L. A. Martinet Virginia,3
A. V. Cooper,3
G. H. Ruffin,3
J. M. Gregory,3
W. Keats,3
G.H. Clark,3
W.G. Robinson,3
Wade,3
Freedman,3
Guiteau,3
Woolsey,3
Fred Douglass,17
R. L. Smith,17
I. B. Scott,17
Wiley,17
F. L. Lights,17
W. H. Scott,17
D. J. Starnes,17
F. O. Richardson,17
Emmett J. Scott,17
Haller,17
J. H. Garnett,17
C. M. Ferugson,17
A. A. Asbery,17
G. R. Townsend,17
J. T. Tibbett,17
L. L. Campbell,17
E. J. Scott,17
F. W. Gross,17
S. S. Campbell,17
J. R. Gibson,17
A. L. Maynard,17
M. W. Lawson,17
A. A. Simms,17
O. W. Landry,17
G. J. Starnes,17
J. W. Jamerson,17
M. M. Rogers,17
J. B. Bell,17
L. W. Baker,17
A. G. Scott,17
H. J. Mcdonald,17
W. H. Hathaway,17
W. M. Mcdonald,17
A. Asbery,17
R. B. Smith,17
L. H. Reynolds,17
L. S. Simmons,17
S. M. Balding,17
D. Webster Wilson,17
N. H. Haller,17
H. Watts,17
J. B. Scott,17
M. R. Rodgers Webb,17
V. Nora Allen,17
M. A. Jordan,17
J. C. Hester,17
D. B. Thompson,17
K. Miller,17
Marie Sharkle,17
F. I. Richardson,17
Carrie Washington,17
Hattie Johnson,17
Cora E. Moore,17
N. H. Hill,17
J. B. Raynor,17
L. Campbell,17
H. J. M'Donald,17
A. Asberry,17
J. W. Jamison,17
W. C. Cole,17
Donnell,17
Cuney,17
C. M. Ferguson,17
D. Abner,17
A. C. Coor,17
G. W. Bryant,17
J. A. L. Lowery,17
R. M. Jones,17
J. M. Benton,17
William Mcdonald,17
Robert Armstrong,17
A. A. Asberry,17
W. M. Swanson,17
E. A. Patton,17
J. C. Ellis,17
W. H. Mitchell,17
W. R. Morrow,17
W. J. Smith,17
P. H. Collier,17
J. W. Taylor,17
H. C. Bell,17
W. J. Lowery,17
F. C. Rutherford,17
T. W. Williams,17
Hays,17
A. B. Miller,17
S. Lyons,17
Rusk,17
N. B. Jenkins,17
L. C. Baker,17
H. H. Gasson,17
A. Scott,17
W. T. Brown,17
R. S. Stout,17
Emett J. Scott,17
C. N. Love,17
Baily Sparks,17
H. Lights,17
J. H. S. Gaines,17
W. C. Conway,17
C. H. Brown,17
O. T. Wilson,17
W. H. Smith,17
F. R. Richard,17
G. H. Garnett,17
J. P. Howard,17
L. R. Jones,17
R. H. Wilkerson,17
L. M. Malones,17
J. D. Payne,17
A. Thompson,17
J. H. Collins,17
J. S. Jones,17
S. Cotton,17
R. G. Hurd,17
W. E. Miller,17
H. Marshall,17
G. W. Minter,17
G. G. Winn,17
L. W. Barker,17
Thomas Taylor,17
W. D. Donells,17
D. W. Wilson,17
H. Neviells,17
A. Barber,17
N. H. Smith,17
J. S. Tibbetts,17
John Debruhl,17
F. Gray,17
W. H. Henry,17
J. H. Bandy,17
J. R. Shonon,17
D. N. Leathers,17
J. D. Pettigrew,17
D. H. Smith,17
A. Z. Wheeler,17
D. S. Ballard,17
Albert Williams,17
Nels Allerson,17
Jack Johnson,17
P. S. Peterson,17
S. H. Wheats,17
N. H. Hathaway,17
S. M. Morton,17
J. T. Holmes,17
H. P. Phenix,17
T. H. Taylor,17
J. W. Robertson,17
Louis Travis,17
John Franks,17
W. M. Dunkens,17
A. G. Hilliard,17
W. J. Stephens,17
N. W. Scott,17
E. A. Paton,17
W. M. Green,17
Hatch,17
M. M. Rodgers,17
N. C. Colwell,17
Nillie Hotson,17
Raston Daniels,17
Y. N. Johnston,17
T. H. Humphrey,17
F. Robertson,17
G. W. Money,17
W. T. Mccall,17
L. J. Laquay,17
W. T. Mccree,17
S. B. Wilson,17
W. R. Jamesison,17
Gonzales,17
M. G. Gaston,17
Green Prince,17
Sam Prince,17
Caldwell,17
W. E. Franction,17
J. C. Smith,17
C. B. Stephens,17
Sam Flood,17
A. C. Culbreath,17
H. A. Wells,17
R. A. Codwell,17
D. A. Abner,17
Travis,17
J. W. Jones,17
Kaufman,17
G. W. Jackson,17
J. J. Turner,17
J. N. Perkins,17
N. C. Carter,17
E.P. Palmer,17
M. Q. A. Fuller,17
A. B. Perkins,17
C. M. Mcphearson,17
J. L. Taylor,17
W. H. Woods,17
A. White,17
Samuel Anderson,17
Lamar,17
G. W. Guess,17
C. M. Furgerson,17
W. H. Wallace,17
A. C. Garner,17
C. C. Milligan,17
R. S. Halbredts,17
Waller,17
W. M. Alexander,17
Henry Rhone,17
Robert Hall,17
Jake Anderson,17
A. F. Freeman,17
R. L. Kilpatrick,17
T. S. Benson,17
George O. Marshall,17
George W. Mcintosh,17
C. A. Harrison,17
R. L. Isaacs,17
Charles Towell,17
D. L. Whitney,17
Henry Green,17
T. J. Gibbon,17
Charles Ferrel,17
B. H. Grimes,17
J. H. Crawford,17
N. E. Miller,17
D. J. B. Scott,17
G. W. Tillery,17
A. L. Asberry,17
G. T. Haynes,17
W. H. Green,17
M. R. Rogers Webb,17
F. L. Kealan,17
Pauline Green,17
Sadie Nelson,17
M. B. Brown,17
Maggie Ropen,17
J. H. Garnet,17
